Origin Postcode,Destination Postcode,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude
TA16 5QR,TA7 8YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91274,-2.79538,50.91274,-2.79538
TA16 5QS,TA7 8AX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.92145,-2.7967,50.92145,-2.7967
TA16 5QT,TA4 4EX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9073,-2.79782,50.9073,-2.79782
TA16 5QU,TA6 7JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90778,-2.7986399,50.90778,-2.7986399
TA16 5QW,TA4 1AH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91232,-2.8035899,50.91232,-2.8035899
TA16 5QX,TA6 4BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9086,-2.79547,50.9086,-2.79547
TA16 5QY,TA4 4BT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90698,-2.79798,50.90698,-2.79798
TA16 5QZ,TA20 4LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91013,-2.79569,50.91013,-2.79569
TA16 5RA,TA8 2FF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90992,-2.79486,50.90992,-2.79486
TA16 5RB,TA19 0LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.911,-2.79465,50.911,-2.79465
TA16 5RD,TA20 3YZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90874,-2.79673,50.90874,-2.79673
TA16 5RE,TA1 3YJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90768,-2.79407,50.90768,-2.79407
TA16 5RF,TA4 4LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90985,-2.79727,50.90985,-2.79727
TA16 5RG,TA10 1AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90845,-2.79461,50.90845,-2.79461
TA16 5YA,TA10 9YQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA16 5YB,TA2 8AX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA16 5YD,TA24 6TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA16 5YZ,TA1 4BH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA16 5ZX,TA1 9ZW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA17 8RX,TA1 3EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90873,-2.82561,50.90873,-2.82561
TA17 8RY,TA1 9XZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90831,-2.82827,50.90831,-2.82827
TA17 8RZ,TA6 4NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90916,-2.82725,50.90916,-2.82725
TA17 8SA,TA7 8FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9093897,-2.8282671,50.9093897,-2.8282671
TA17 8SB,TA24 5BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9099,-2.82755,50.9099,-2.82755
TA17 8SD,TA1 5AY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91029,-2.82699,50.91029,-2.82699
TA17 8SE,TA5 1YX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91017885,-2.8241053,50.91017885,-2.8241053
TA17 8SF,TA1 1AY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91109,-2.8231,50.91109,-2.8231
TA17 8SG,TA5 2SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91164,-2.82105,50.91164,-2.82105
TA17 8SH,TA1 1JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9114,-2.8249,50.9114,-2.8249
TA17 8SJ,TA6 9ZW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9101328,-2.8227493,50.9101328,-2.8227493
TA17 8SL,TA6 4YX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91025,-2.82246,50.91025,-2.82246
TA17 8SN,TA6 3ZX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90919,-2.8128099,50.90919,-2.8128099
TA17 8SP,TA18 7SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91048,-2.82682,50.91048,-2.82682
TA17 8SQ,TA3 6QP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9114,-2.82349,50.9114,-2.82349
TA17 8SR,TA1 4JG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91019,-2.83166,50.91019,-2.83166
TA17 8SS,TA18 7TQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9080299,-2.82925,50.9080299,-2.82925
TA17 8ST,TA1 3BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91079,-2.84019,50.91079,-2.84019
TA17 8SU,TA21 8EW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9117,-2.85051,50.9117,-2.85051
TA17 8SW,TA4 1FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90932,-2.82375,50.90932,-2.82375
TA17 8SX,TA20 1RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9143,-2.84967,50.9143,-2.84967
TA17 8SY,TA7 9PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91445,-2.85123,50.91445,-2.85123
TA17 8SZ,TA10 0EG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9158199,-2.83928,50.9158199,-2.83928
TA17 8TA,TA5 1TF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91567,-2.8662,50.91567,-2.8662
TA17 8TB,TA1 9LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91617,-2.86415,50.91617,-2.86415
TA17 8TD,TA6 3NB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90922,-2.8705599,50.90922,-2.8705599
TA17 8TE,TA10 0AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90676,-2.8581,50.90676,-2.8581
TA17 8TF,TA24 7DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90228,-2.86947,50.90228,-2.86947
TA17 8TG,TA20 9DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8955595,-2.85504225,50.8955595,-2.85504225
TA17 8TH,TA20 2BT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89876,-2.83786,50.89876,-2.83786
TA17 8TJ,TA10 9BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90094,-2.83285,50.90094,-2.83285
TA17 8TL,TA8 1LF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8941519,-2.8385747,50.8941519,-2.8385747
TA17 8TN,TA4 3EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90281,-2.82185,50.90281,-2.82185
TA17 8TQ,TA1 2HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8881716,-2.8463677,50.8881716,-2.8463677
TA17 8TW,TA3 5DG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.90925,-2.82782,50.90925,-2.82782
TA17 8ZN,TA22 9PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA18 7AA,TA4 2QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.891253,-2.818681599057891,50.891253,-2.818681599057891
TA18 7AB,TA10 9PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88528,-2.79441,50.88528,-2.79441
TA18 7AD,TA7 8NX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89152,-2.79475,50.89152,-2.79475
TA18 7AE,TA12 6BD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.891253,-2.818681599057891,50.891253,-2.818681599057891
TA18 7AF,TA4 3EW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88469,-2.7936899,50.88469,-2.7936899
TA18 7AG,TA6 6RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88552,-2.79179,50.88552,-2.79179
TA18 7AH,TA18 7DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88639,-2.78744,50.88639,-2.78744
TA18 7AJ,TA9 3PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88628,-2.79588,50.88628,-2.79588
TA18 7AL,TA4 3BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8876146,-2.7964807,50.8876146,-2.7964807
TA18 7AN,TA2 7ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88797,-2.79605,50.88797,-2.79605
TA18 7AP,TA19 9AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89033,-2.79611,50.89033,-2.79611
TA18 7AQ,TA21 8JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88543,-2.78856,50.88543,-2.78856
TA18 7AR,TA8 2BQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.891253,-2.818681599057891,50.891253,-2.818681599057891
TA18 7AS,TA11 6SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89177,-2.7945,50.89177,-2.7945
TA18 7AT,TA1 2UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88683,-2.79718,50.88683,-2.79718
TA18 7AU,TA6 6RY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.891253,-2.818681599057891,50.891253,-2.818681599057891
TA18 7AW,TA2 6TT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88868,-2.79697,50.88868,-2.79697
TA18 7AX,TA21 9EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88944,-2.79547,50.88944,-2.79547
TA18 7AY,TA19 9WQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8876599,-2.79546,50.8876599,-2.79546
TA18 7AZ,TA3 5LQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89021,-2.79727,50.89021,-2.79727
TA18 7BA,TA10 9AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88867,-2.79476,50.88867,-2.79476
TA18 7BB,TA11 7LH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8905,-2.79317,50.8905,-2.79317
TA18 7BD,TA3 6JZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89012,-2.79379,50.89012,-2.79379
TA18 7BE,TA24 5PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88971,-2.79362,50.88971,-2.79362
TA18 7BF,TA21 8DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89667,-2.76243,50.89667,-2.76243
TA18 7BG,TA3 6JS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.891253,-2.818681599057891,50.891253,-2.818681599057891
TA18 7BH,TA11 6NQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88583,-2.79575,50.88583,-2.79575
TA18 7BJ,TA20 2TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88859,-2.79555,50.88859,-2.79555
TA18 7BL,TA1 4SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.886,-2.79569,50.886,-2.79569
TA18 7BN,TA11 6JJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89082,-2.79488,50.89082,-2.79488
TA18 7BP,TA24 6SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89029,-2.78681,50.89029,-2.78681
TA18 7BQ,TA21 9YX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89106,-2.7953199,50.89106,-2.7953199
TA18 7BS,TA17 8TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88973,-2.78875,50.88973,-2.78875
TA18 7BT,TA1 1YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88968,-2.78711,50.88968,-2.78711
TA18 7BU,TA9 3LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89036,-2.78566,50.89036,-2.78566
TA18 7BW,TA7 0RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88933,-2.78511,50.88933,-2.78511
TA18 7BX,TA18 7BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88936,-2.79033,50.88936,-2.79033
TA18 7BY,TA17 8SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88876,-2.79146,50.88876,-2.79146
TA18 7BZ,TA24 5EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88917,-2.79286,50.88917,-2.79286
TA18 7DA,TA24 5RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89081,-2.78975,50.89081,-2.78975
TA18 7DB,TA4 4NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89068,-2.78869,50.89068,-2.78869
TA18 7DD,TA20 2PY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89022,-2.79043,50.89022,-2.79043
TA18 7DE,TA6 9JQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88508,-2.79252,50.88508,-2.79252
TA18 7DF,TA11 9BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89101,-2.7892199,50.89101,-2.7892199
TA18 7DG,TA6 3HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89082,-2.79036,50.89082,-2.79036
TA18 7DH,TA23 0TU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89134,-2.7900999,50.89134,-2.7900999
TA18 7DJ,TA21 8DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89133,-2.7909099,50.89133,-2.7909099
TA18 7DL,TA7 9YY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89105,-2.79141,50.89105,-2.79141
TA18 7DN,TA6 6PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89117,-2.78753,50.89117,-2.78753
TA18 7DP,TA5 2HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89037,-2.78734,50.89037,-2.78734
TA18 7DQ,TA6 6ZD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89068,-2.787,50.89068,-2.787
TA18 7DR,TA1 4WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89121,-2.78618,50.89121,-2.78618
TA18 7DS,TA6 6WH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89129,-2.78849,50.89129,-2.78849
TA18 7DT,TA20 3HT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89091,-2.78683,50.89091,-2.78683
TA18 7DU,TA24 5AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89139,-2.79601,50.89139,-2.79601
TA18 7DW,TA6 5DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89076,-2.79643,50.89076,-2.79643
TA18 7DX,TA6 5PQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89094,-2.79656,50.89094,-2.79656
TA18 7DY,TA9 3AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8941,-2.7605,50.8941,-2.7605
TA18 7DZ,TA9 4AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89902,-2.73882,50.89902,-2.73882
TA18 7EA,TA24 7QD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89424,-2.79054,50.89424,-2.79054
TA18 7EB,TA10 0ZQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88798,-2.79728,50.88798,-2.79728
TA18 7EE,TA10 0EB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88858,-2.79724,50.88858,-2.79724
TA18 7EL,TA1 3DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.92317,-2.73927,50.92317,-2.73927
TA18 7ER,TA1 1BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88638,-2.79694,50.88638,-2.79694
TA18 7ES,TA2 8HW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88613,-2.80017,50.88613,-2.80017
TA18 7HA,TA24 7BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88133,-2.7886,50.88133,-2.7886
TA18 7HE,TA24 8LJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88207,-2.7864,50.88207,-2.7864
TA18 7HF,TA4 1LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.891253,-2.818681599057891,50.891253,-2.818681599057891
TA18 7HG,TA20 2WZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA18 7HJ,TA1 5QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88313,-2.79095,50.88313,-2.79095
TA18 7HN,TA2 7DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88375,-2.7970799,50.88375,-2.7970799
TA18 7HP,TA20 2HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88371,-2.79779,50.88371,-2.79779
TA18 7HQ,TA4 2AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88293,-2.78889,50.88293,-2.78889
TA18 7HR,TA21 8AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88474,-2.7965399,50.88474,-2.7965399
TA18 7HS,TA3 7YP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.891253,-2.818681599057891,50.891253,-2.818681599057891
TA18 7HT,TA24 7UD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88351,-2.79819,50.88351,-2.79819
TA18 7HU,TA1 3WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88474,-2.79716,50.88474,-2.79716
TA18 7HW,TA21 8YB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88451,-2.79733,50.88451,-2.79733
TA18 7HX,TA1 2DX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88445,-2.798,50.88445,-2.798
TA18 7HY,TA4 1YT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8854015,-2.7971948,50.8854015,-2.7971948
TA18 7HZ,TA21 9AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA18 7JA,TA6 6LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88371,-2.79834,50.88371,-2.79834
TA18 7JH,TA13 5HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88263,-2.79312,50.88263,-2.79312
TA18 7JJ,TA10 9EH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88271,-2.79278,50.88271,-2.79278
TA18 7JL,TA19 0AH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88462,-2.79573,50.88462,-2.79573
TA18 7JN,TA10 9EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA18 7JP,TA6 5HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8841086,-2.7957691,50.8841086,-2.7957691
TA18 7JQ,TA1 9NQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88282,-2.79373,50.88282,-2.79373
TA18 7JR,TA1 2PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA18 7JS,TA6 4HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8840674,-2.79490755,50.8840674,-2.79490755
TA18 7JT,TA2 7PX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA18 7JU,TA2 7UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88345,-2.79558,50.88345,-2.79558
TA18 7JW,TA4 4JY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA18 7JX,TA6 6QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA18 7JY,TA7 8AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88415395,-2.7962283,50.88415395,-2.7962283
TA18 7JZ,TA1 1YQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA18 7LA,TA1 5AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8839926,-2.7961266,50.8839926,-2.7961266
TA18 7LB,TA11 6EB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.891253,-2.818681599057891,50.891253,-2.818681599057891
TA18 7LD,TA9 4JH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
